Distance [mm];Wallthickness [mm]
0.0;0.99407321215
2.0027928352;0.99514138699
4.0045933723;0.99520015717
6.0059247017;0.99581217766
8.0070581436;0.9965762496
10.008211136;0.99740028381
12.009368896;0.99850094318
14.010625839;0.9994598031
16.012075424;1.0002251863
18.013532639;1.0007303953
20.015190125;1.0010976791
22.017648697;1.001296401
24.020580292;1.0014294386
26.022731781;1.0007973909
28.02478981;0.99812889099
30.026916504;0.99670612812
32.028907776;0.99618518353
34.031177521;0.99741464853
36.032909393;0.99840635061
38.034599304;0.99828779697
40.03704071;0.99746000767
42.039619446;0.99747681618
44.040706635;0.99883019924
46.039714813;0.99937129021
48.037757874;0.99873250723
50.034629822;0.99915188551
52.025772095;1.0023509264
54.004981995;1.0068466663
55.965572357;1.0139234066
57.89409256;1.0290135145
59.777622223;1.0485430956
61.612693787;1.0731090307
63.402294159;1.1011526585
65.145500183;1.1369147301
66.843292236;1.1625882387
68.507499695;1.17704916
70.143783569;1.1875971556
71.75377655;1.1952084303
73.340866089;1.1973398924
74.9036026;1.2045516968
76.448013306;1.2009644508
77.991973877;1.1880068779
79.541236877;1.1785601377
81.082756042;1.179258585
82.607543945;1.1798163652
84.112121582;1.1936378479
85.608764648;1.1872701645
87.095817566;1.2131866217
88.548278809;1.2373626232
90.012672424;1.1842076778
91.483337402;1.2009209394
92.954963684;1.1784243584
94.44052887;1.2054935694
95.903694153;1.2329536676
97.396400452;1.1486274004
98.920982361;1.1451112032
100.44293976;1.1279965639
102.02783203;1.0923368931
103.67792511;1.0935285091
105.35515594;1.0965104103
107.05479431;1.0804873705
108.77983093;1.0660437346
110.52867126;1.0573108196
112.30802917;1.0484209061
114.12386322;1.0401035547
115.97506714;1.0320136547
117.85848999;1.0224224329
119.76742554;1.0165797472
121.69514465;1.0123494864
123.63991547;1.0089565516
125.60094452;1.0056716204
127.57479858;1.0037385225
129.55709839;1.0019038916
131.5448761;1.0007790327
133.53578186;0.99951857328
135.52891541;0.99913048744
137.52397156;0.99966859818
139.520401;0.99958580732
141.51774597;0.99961566925
143.51583862;0.99958181381
145.51451111;0.99973839521
147.51359558;0.99992585182
149.51309204;0.99981737137
151.51277161;0.99968081713
153.51252747;0.99962174892
155.51252747;0.99970144033
157.51289368;0.99964487553
159.51341248;0.99983292818
161.51382446;0.99990135431
163.51416016;0.99990898371
165.51448059;0.99991905689
167.51481628;0.99993723631
169.5151825;0.99995225668
171.51559448;0.99993824959
173.51605225;0.99993026257
175.51654053;0.99994635582
177.51705933;0.99996107817
179.51757812;0.99996775389
181.5181427;0.99994951487
183.51878357;0.99992054701
185.51950073;0.99989420176
187.52030945;0.99985510111
189.52120972;0.99981492758
191.52223206;0.99978131056
193.52336121;0.99983900785
195.52461243;0.99977642298
197.52598572;0.99982821941
199.52748108;0.9997933507
201.52909851;0.9997947216
203.53088379;0.99970406294
205.53285217;0.99968671799
207.53504944;0.99961996078
209.53730774;0.99981468916
211.53974915;0.99957960844
213.54244995;0.99955904484
215.54504395;0.99959951639
217.54707336;0.99995541573
219.54853821;0.99994719028
221.54940796;1.0004261732
223.54920959;1.0009001493
250.17127991;1.0005801916
