Angle[degree];Secondary axis[mm];Main axis[mm];Out-of-roundness[-];Collapse[mm]
0.0;21.24541968633909;20.621713005939302;0.02984242489951141;-0.21354333241378498
1.0;21.232425174203804;20.673830913389896;0.026726998125067396;-0.19217987295041894
2.0;21.22443586182864;20.763935834146793;0.02203349414745674;-0.17167113490391017
3.0;21.217108742280658;20.90195097060795;0.015079319218789904;-0.14931111147265597
4.0;21.190902173295342;21.040577351227483;0.007192575218557827;-0.13438280692061255
5.0;21.174839352350624;21.177401661632118;-0.0001225985302150203;-0.1254305435699834
6.0;21.151814527294306;21.260302347098786;-0.005190804775333997;-0.12775589498470197
7.0;21.14059442002383;21.31926192420059;-0.008548684410371198;-0.1467613296446615
8.0;21.11271295025275;21.346852761722364;-0.0112028617928045;-0.1903449137412636
9.0;21.092083095900364;21.350308012577205;-0.012355259171140734;-0.24262243304603004
10.0;21.09441977278481;21.25902343383022;-0.007875773255761161;-0.3050995391337139
11.0;21.080891283027086;21.084282985011615;-0.00016228239160429476;-0.3619784745393275
12.0;21.065633438819333;20.90101147733297;0.007876648874945678;-0.425629705636986
13.0;21.045471337991273;20.738847671684585;0.014670988818501826;-0.4803312936688968
14.0;21.018491280552034;20.676430528290705;0.01636654317039851;-0.5354086835059988
15.0;20.98725155006609;20.6445506376802;0.016397172841430153;-0.5834164038063392
16.0;20.95078528982694;20.653466929453394;0.014225758869547607;-0.619193346604547
17.0;20.905607152885004;20.730980711920562;0.008355332103561808;-0.6505814142484283
18.0;20.855203498423734;20.839596356199046;0.0007467532164922572;-0.6496556923912138
19.0;20.808952443438088;21.00833657043186;-0.009539910382477222;-0.6470335088152126
20.0;20.765422614892884;21.131409312163257;-0.017511325228247488;-0.6062260766934173
21.0;20.730560708560645;21.249038934676765;-0.024807570627565532;-0.5675842266105064
22.0;20.700529013118967;21.293982928493158;-0.0283949241805833;-0.475358633027561
23.0;20.659759851630454;21.321462684010083;-0.031660422601896096;-0.39018578270883353
24.0;20.651369778411556;21.3085977414762;-0.03144631402223168;-0.3024773858534999
25.0;20.64703625882649;21.268334619003426;-0.029727194266839074;-0.2432353071482396
26.0;20.631582347201572;21.220977189701273;-0.028200710167449794;-0.21339701329685568
27.0;20.60891836149832;21.15273236365708;-0.026019808715730213;-0.2024056807313741
28.0;20.614172248919772;21.047713340728052;-0.020743592909487085;-0.2073829838923018
29.0;20.606766911860888;20.8944054452325;-0.013762609252230286;-0.23645643625486912
30.0;20.59590979925315;20.747482201722157;-0.007252268060718052;-0.2817324634092415
31.0;20.58196969638911;20.59268814730443;-0.0005128445414028697;-0.32938728198236333
32.0;20.559034262981868;20.541430160282477;0.0008423015645641495;-0.38941412245731044
33.0;20.53462760601475;20.481777653273532;0.0025287058727856172;-0.43217547311496674
34.0;20.51209776999829;20.501084901441114;0.0005269315099127902;-0.47998657595043426
35.0;20.49540675776248;20.523787113802136;-0.001357911772232294;-0.5072803451795664
36.0;20.4808853194546;20.646880832067744;-0.007942369024552327;-0.5305032413601722
37.0;20.47650238781482;20.758050413140467;-0.013471197384002305;-0.5173006513408609
38.0;20.469922413137027;20.873201825342516;-0.019295665655765015;-0.49606711237724
39.0;20.48732884267733;20.941809867879087;-0.02174550359817026;-0.45709592144285693
40.0;20.513932204801492;20.97622037839732;-0.02211905136822137;-0.40323028991414134
41.0;20.531103367545228;20.96588901274158;-0.02080314091848579;-0.32979535388490433
42.0;20.54905447052262;20.939474119822954;-0.018680365995231294;-0.25137294951143474
43.0;20.584107662398225;20.877471831962517;-0.01403656313704746;-0.17520660089450502
44.0;20.608073115908283;20.815167917616776;-0.009908842187009237;-0.11681699243506927
45.0;20.626811843493357;20.744559750799766;-0.005633871162986085;-0.07345655076713342
46.0;20.644515618779792;20.674269211913586;-0.00142361689635378;-0.04059451192291874
47.0;20.668140832795032;20.601184115295148;0.0032036706937743843;-0.021163557540383238
48.0;20.678171607804515;20.537535878950266;0.006728982241830118;-0.020845987999685178
49.0;20.68029788939296;20.493441135199102;0.008940514554730057;-0.030365967702998375
50.0;20.69454542997679;20.45130096526227;0.011638491134666114;-0.04627616993376904
51.0;20.703017229385843;20.461117973747317;0.011574127064044286;-0.06376249129222344
52.0;20.694926492371593;20.471388833486078;0.010695581764857194;-0.08004988751610398
53.0;20.68352336110604;20.502288199161356;0.00867153884902796;-0.09112592233095285
54.0;20.698490977505642;20.532799281661415;0.007927832337044373;-0.10818296710282738
55.0;20.698744523844972;20.557069716779946;0.006778698902632845;-0.1114977477718142
56.0;20.685377439675975;20.58044454673169;0.005020712581066204;-0.11993529144870507
57.0;20.687250126280723;20.59416296451605;0.004453931184912516;-0.1179335788409972
58.0;20.705217670371376;20.60708804205216;0.0046951975272352744;-0.12202910985873672
59.0;20.711031451966065;20.60562920839144;0.005043169549025042;-0.12219870990110593
60.0;20.710451610806196;20.594137053110025;0.00556528984192206;-0.11910792139514115
61.0;20.72437020709785;20.584760181924782;0.00667990551067304;-0.11762193529375509
62.0;20.74227489622904;20.55558567878456;0.008932498442319685;-0.10322970372074991
63.0;20.75485830125516;20.537886199739017;0.010381440263930383;-0.09250909575224142
64.0;20.77223745740175;20.50472047977429;0.01279985538887379;-0.07131234850202617
65.0;20.783121944952676;20.485655397114837;0.014232849178843977;-0.05792322944351724
66.0;20.796265647799984;20.45895837986338;0.016139103729024183;-0.042530388532533436
67.0;20.814450644592846;20.441033968711576;0.017866826597189946;-0.031171938643659303
68.0;20.829004313220537;20.426477274475328;0.01925966692560808;-0.026033650810802555
69.0;20.84493013929528;20.423045127428516;0.02018588573525183;-0.028594435584011535
70.0;20.86207045917915;20.426905609424868;0.020821284677238434;-0.04130557315802719
71.0;20.88059291415003;20.429631247006604;0.021577113260450934;-0.05383729437362916
72.0;20.89753714787131;20.439656163855894;0.021908181053369277;-0.07430948952628569
73.0;20.916436600255608;20.451492972501274;0.02224610659111645;-0.09635649340206953
74.0;20.935854287101236;20.462094794068598;0.022667918326920486;-0.11547037252060477
75.0;20.955067169567535;20.473952841283673;0.023019824319802016;-0.13880448984492233
76.0;20.974092771255243;20.47446743714841;0.023905518378317447;-0.141960417120778
77.0;20.993724696381314;20.47293596647386;0.02491812104820359;-0.14718747626861983
78.0;21.012832630266004;20.46948987623178;0.02599726095857533;-0.14278650258253123
79.0;21.030599262661802;20.459356810857077;0.027332174727498805;-0.13862189741973907
80.0;21.047156444145145;20.456359148460418;0.02826781319065678;-0.13442477607430448
81.0;21.062802610540118;20.442721026347186;0.029668975320235946;-0.12439003010653238
82.0;21.07790720231928;20.442764235018227;0.030389615660337495;-0.12173793390814325
83.0;21.090707909626396;20.439458974103957;0.031160236149398994;-0.11978284314930931
84.0;21.101323108894277;20.438631862256507;0.03170771515013256;-0.11847440976055168
85.0;21.111521203787646;20.44213689839261;0.032027957195934674;-0.11941748938120611
86.0;21.121618811141055;20.42400308849994;0.03337874271010115;-0.10032143996131992
87.0;21.131527816472207;20.409291731308453;0.034556750486304015;-0.08463493314292236
88.0;21.137429521514143;20.38988518946294;0.03576767139000967;-0.0707847110512958
88.3;21.141742936848296;20.387377314327775;0.036094048924426816;-0.06919972408030617
