Distance [mm];Wallthickness [mm]
0.0;1.1902631521
2.0015947819;1.1902618408
4.0028882027;1.1905096769
6.0039830208;1.1909501553
8.0048952103;1.1915544271
10.005696297;1.1921849251
12.006447792;1.1928747892
14.00723362;1.1935259104
16.008104324;1.1942551136
18.009057999;1.1950000525
20.010080338;1.1957467794
22.011129379;1.1963671446
24.01215744;1.1967289448
26.013143539;1.1970860958
28.01407814;1.1974127293
30.014942169;1.1977038383
32.015720367;1.1980025768
34.016384125;1.1982834339
36.016880035;1.1985580921
38.017173767;1.198710084
40.017326355;1.1988545656
42.01732254;1.1990303993
44.017051697;1.199203372
46.016254425;1.1994148493
48.013721466;1.2004492283
50.006824493;1.2027689219
51.989841461;1.2081518173
53.951553345;1.2187772989
55.879871368;1.2325232029
57.767269135;1.2506500483
59.613330841;1.2712922096
61.421272278;1.2984508276
63.191986084;1.3315855265
64.920639038;1.3677120209
66.59992218;1.4046075344
68.233085632;1.4296457767
69.834136963;1.4401165247
71.411193848;1.4487496614
72.968231201;1.4486278296
74.502784729;1.458057642
76.019042969;1.451900363
77.523208618;1.4525049925
79.018051147;1.4484362602
80.498390198;1.4601157904
81.96710968;1.4587137699
83.43309021;1.4597076178
84.906646729;1.4447153807
86.397315979;1.4315508604
87.901184082;1.4200805426
89.413825989;1.4167882204
90.933799744;1.4091265202
92.462677002;1.4100224972
94.005081177;1.3931429386
95.567123413;1.3759367466
97.148651123;1.3503168821
98.751197815;1.3324202299
100.37527466;1.3174794912
102.0300827;1.2998920679
103.72100067;1.2865134478
105.44836426;1.2728025913
107.21181488;1.2615703344
109.00835419;1.2520364523
110.83696747;1.2422086
112.69705963;1.2335026264
114.58597565;1.2259616852
116.50072479;1.2191102505
118.43834686;1.2132614851
120.39597321;1.2078403234
122.36972046;1.2038309574
124.35353851;1.2023141384
126.342659;1.2011660337
128.33470154;1.2007229328
130.32875061;1.2001951933
132.32461548;1.2000255585
134.32165527;1.2001215219
136.31932068;1.2000906467
138.31729126;1.2001805305
140.31564331;1.2001513243
142.31428528;1.2001839876
144.31317139;1.2001905441
146.31231689;1.2001868486
148.31156921;1.2000389099
150.3107605;1.1998407841
152.30989075;1.199739933
154.30918884;1.1997981071
156.3087616;1.1998900175
158.30859375;1.199917078
160.30859375;1.1999160051
162.30863953;1.1999354362
164.30867004;1.1999770403
166.3086853;1.1999828815
168.3086853;1.1999793053
170.30870056;1.1999689341
172.30873108;1.1999557018
174.30879211;1.1999238729
176.30888367;1.1999156475
178.309021;1.1999272108
180.30923462;1.1999740601
182.30949402;1.1999956369
184.30976868;1.2000088692
186.31004333;1.2000303268
188.31033325;1.200016737
190.31065369;1.199980855
192.31100464;1.1999419928
194.31141663;1.1998851299
196.31193542;1.199837327
198.31259155;1.1998478174
200.31332397;1.1998622417
202.31411743;1.1998312473
204.3150177;1.1998034716
206.31599426;1.1997799873
208.31703186;1.199754715
210.31817627;1.1997430325
212.31941223;1.1997447014
214.32072449;1.1997160912
216.32211304;1.1997060776
218.32357788;1.1997313499
220.32505798;1.1997748613
222.32652283;1.1998083591
224.32797241;1.199770093
249.6557312;1.1996846199
