Distance [mm];Wallthickness [mm]
0.0;0.99995160103
2.0022547245;1.0010150671
4.0034980774;1.0007791519
6.0043563843;1.0009775162
8.0051231384;1.0013321638
10.005958557;1.0018999577
12.006825447;1.0029178858
14.007822037;1.0036394596
16.008932114;1.0040596724
18.009859085;1.0043817759
20.01086998;1.0045771599
22.012609482;1.0045704842
24.014671326;1.0045807362
26.015739441;1.0036405325
28.016593933;1.0005055666
30.01722908;0.99912148714
32.017498016;0.99835628271
34.018218994;0.99896210432
36.018451691;0.99955505133
38.018314362;0.99939161539
40.018623352;0.99859714508
42.018795013;0.99845319986
44.016616821;0.99997234344
46.010726929;1.0012404919
48.000812531;1.0019468069
49.983516693;1.0048897266
51.950614929;1.0120407343
53.893531799;1.0201913118
55.80002594;1.0355879068
57.661811829;1.0518490076
59.479972839;1.0732579231
61.259620667;1.0978847742
63.015415192;1.1132158041
64.739593506;1.1439735889
66.416374207;1.1697317362
68.04763031;1.1901928186
69.64667511;1.1953566074
71.221046448;1.201192379
72.775085449;1.1993684769
74.305236816;1.2084964514
75.823272705;1.1978991032
77.343711853;1.1908919811
78.865463257;1.1887226105
80.373550415;1.2021404505
81.874725342;1.1912769079
83.386741638;1.1869573593
84.915802002;1.1717653275
86.461997986;1.170701623
88.01410675;1.1682939529
89.579315186;1.1635363102
91.162864685;1.1568601131
92.76852417;1.1441015005
94.393592834;1.1303462982
96.029457092;1.1223332882
97.687141418;1.0929226875
99.37840271;1.0751066208
101.09923553;1.0644156933
102.85044861;1.0561419725
104.63696289;1.0462251902
106.45979309;1.0380061865
108.31365204;1.0309609175
110.19429016;1.0242661238
112.09699249;1.019903183
114.0174942;1.0163856745
115.95663452;1.0119577646
117.91382599;1.0084265471
119.8843689;1.0057675838
121.86399841;1.0037243366
123.84976959;1.0026085377
125.8401947;1.0015389919
127.83423615;1.000888586
129.83021545;1.0007507801
131.82710266;1.000516057
133.82458496;1.0003396273
135.82240295;1.0002510548
137.82038879;1.0001568794
139.8184967;1.0000466108
141.81687927;1.0000855923
143.81561279;1.0001449585
145.81460571;1.0000716448
147.81378174;0.99987751245
149.8130188;0.99969184399
151.81231689;0.99968403578
153.81192017;0.99979329109
155.81184387;0.99994289875
157.81188965;0.99996316433
159.81213379;0.99972659349
161.81242371;0.99990648031
163.81257629;1.0000047684
165.81271362;1.0
167.81292725;0.99999392033
169.81321716;0.99998062849
171.81361389;0.99993544817
173.81411743;0.99989205599
175.81469727;0.99985617399
177.81535339;0.99984228611
179.81611633;0.99984312057
181.81698608;0.9998395443
183.81796265;0.99983268976
185.81906128;0.99982845783
187.82029724;0.99981999397
189.82164001;0.99982446432
191.82307434;0.99979805946
193.82460022;0.99979221821
195.82614136;0.99983459711
197.82777405;0.99975544214
199.82951355;0.99975901842
201.83132935;0.99971616268
203.83322144;0.99969792366
205.83518982;0.99969249964
207.83724976;0.99966239929
209.83950806;0.99956566095
211.84176636;0.99976789951
213.84408569;0.99959123135
215.84660339;0.99967825413
217.84922791;0.99964022636
219.85179138;0.9999242425
221.85437012;0.99976336956
223.85697937;0.99999076128
225.85903931;1.0001815557
249.89129639;0.99996525049
