Distance [mm];Wallthickness [mm]
0.0;1.1902428865
2.0026550293;1.1909655333
4.0051307678;1.19158113
6.0073394775;1.1921483278
8.0092010498;1.1926233768
10.010665894;1.1929376125
12.011779785;1.1932544708
14.012626648;1.1937186718
16.013370514;1.1942911148
18.014137268;1.1949602365
20.014972687;1.1956424713
22.015867233;1.1962988377
24.016788483;1.1967966557
26.017681122;1.197175622
28.01852417;1.19754076
30.019334793;1.1979055405
32.020084381;1.1983134747
34.020755768;1.1986509562
36.021327972;1.1989403963
38.021713257;1.1991291046
40.021945953;1.1991567612
42.022037506;1.1993249655
44.021869659;1.1994948387
46.021095276;1.1996001005
48.018505096;1.2004660368
50.011650085;1.2025780678
51.994567871;1.2078278065
53.955974579;1.2179160118
55.883731842;1.2323496342
57.770996094;1.2501749992
59.617740631;1.2709819078
61.426189423;1.2990412712
63.198688507;1.3304302692
64.931373596;1.3658721447
66.6146698;1.4030057192
68.251083374;1.4279999733
69.855926514;1.4367034435
71.435714722;1.4486721754
72.992378235;1.4494436979
74.527236938;1.4570134878
76.044487;1.4519457817
77.547599792;1.4572075605
79.038711548;1.4526129961
80.516082764;1.4639320374
81.98299408;1.4592781067
83.451553345;1.4547431469
84.931503296;1.4375748634
86.424171448;1.4324017763
87.922645569;1.4250227213
89.425476074;1.4244431257
90.936828613;1.4124419689
92.461502075;1.4083001614
94.002052307;1.3926489353
95.563102722;1.3743138313
97.1459198;1.3481885195
98.74974823;1.3304543495
100.37451172;1.3164644241
102.02880859;1.3000999689
103.71741486;1.2879283428
105.43972778;1.2753171921
107.19488525;1.2650241852
108.98160553;1.2553875446
110.80154419;1.2449063063
112.65542603;1.2352554798
114.54088593;1.2269757986
116.45516205;1.2194466591
118.39574432;1.2122871876
120.35839844;1.2066442966
122.33660126;1.2031428814
124.32413483;1.201446414
126.31661987;1.2009551525
128.31164551;1.2005649805
130.30807495;1.2004680634
132.30535889;1.2002692223
134.3031311;1.2003045082
136.30107117;1.200348258
138.29924011;1.2003105879
140.2976532;1.2002961636
142.29620361;1.200271368
144.29492188;1.2002310753
146.29393005;1.2001345158
148.29310608;1.2000054121
150.29229736;1.1998201609
152.29144287;1.1997151375
154.29069519;1.1996386051
156.29017639;1.1996833086
158.28982544;1.1999058723
160.28956604;1.1999846697
162.28935242;1.2000231743
164.28912354;1.2000502348
166.28887939;1.2000544071
168.28860474;1.2000584602
170.28829956;1.2000644207
172.28797913;1.2000780106
174.28767395;1.2000840902
176.28739929;1.2000900507
178.28717041;1.2000771761
180.28700256;1.2000541687
182.28691101;1.2000045776
184.28688049;1.1999810934
186.28689575;1.1999616623
188.2869873;1.199958086
190.28715515;1.1999744177
192.28741455;1.1999758482
194.28775024;1.1999433041
196.28816223;1.1999086142
198.28863525;1.1998792887
200.28921509;1.1998893023
202.28987122;1.1999052763
204.29058838;1.1998966932
206.29138184;1.1998655796
208.29223633;1.1998522282
210.29312134;1.1998497248
212.29403687;1.1998243332
214.29498291;1.199791193
216.29592896;1.1997898817
218.296875;1.1997756958
220.29785156;1.1997976303
222.29882812;1.1998158693
224.29977417;1.1998078823
249.62701416;1.1997820139
