Angle[degree];Secondary axis[mm];Main axis[mm];Out-of-roundness[-];Collapse[mm]
0.0;21.46619381618902;20.77022219213504;0.032828850191225396;0.0281514785997814
1.0;21.447786838551153;20.6841210382096;0.03602197171422418;0.011378393993240365
2.0;21.432853149031715;20.635508734396655;0.037610585595993375;0.004027539641938915
3.0;21.420853937781686;20.629693904398913;0.03731886949918743;-0.004512801209443751
4.0;21.408614500140814;20.68678072433946;0.03404876300949783;-0.012581820797741727
5.0;21.398400402913865;20.748757492940445;0.030643533489312234;0.0012967118788793641
6.0;21.38720365575562;20.85193020176657;0.025248747829672128;0.015971182561784758
7.0;21.377681544284876;20.979197961351893;0.018796395421367098;0.03246301211058977
8.0;21.370113940008906;21.17537637069618;0.009185734401543627;0.040560360090211134
9.0;21.361574994948654;21.366724067051482;-0.00024288075956735853;0.037867179454003974
10.0;21.349921145926174;21.56186560805413;-0.009997380289054541;0.018369187353584948
11.0;21.339858441758466;21.689872195996188;-0.01651008274706235;-0.025003759512060242
12.0;21.328911421509922;21.804053645261156;-0.022412369044869547;-0.10381197336476333
13.0;21.310306157967155;21.860935913816704;-0.02597310169101646;-0.1913075046003172
14.0;21.28732638955401;21.8773193048293;-0.027829854494117404;-0.2907987933495093
15.0;21.259408396092724;21.696953761485926;-0.02063893232986802;-0.36662738366477043
16.0;21.215019155886694;21.38232735338135;-0.00789189610823847;-0.4433158537070625
17.0;21.169658537196412;21.02781174586248;0.006690886383676073;-0.5082662192248506
18.0;21.133285336237556;20.847341548494676;0.0134879145161736;-0.5704482297145645
19.0;21.07472779537936;20.68807646736711;0.018238270189257028;-0.6232551739452177
20.0;21.012022019169756;20.638662744828366;0.017611286525537236;-0.6564498757695247
21.0;20.97995043274873;20.62729732871044;0.016634580379164585;-0.6895828261744867
22.0;20.957416953542683;20.82317669037584;0.006332087885228533;-0.6869056988967515
23.0;20.93742762790722;21.086648201353125;-0.007038706294618187;-0.679765954824056
24.0;20.917349910364116;21.333792752854663;-0.019643530306157862;-0.6360844526143126
25.0;20.911164883340078;21.556984388444334;-0.03046318420303097;-0.5949288693938186
26.0;20.911723929149275;21.70270707196773;-0.03731052560464409;-0.5097611530263464
