Distance [mm];Wallthickness [mm]
0.0;0.79979735613
2.0032503605;0.8009429574
4.0055394173;0.80084276199
6.0074391365;0.80057984591
8.0089731216;0.80047816038
10.010164261;0.80049955845
12.0111866;0.8001986742
14.012144089;0.80010193586
16.012910843;0.8002038002
18.013563156;0.8001652956
20.014545441;0.79960888624
22.016120911;0.79980915785
24.017501831;0.80101472139
26.018993378;0.80048674345
28.020914078;0.79963839054
30.021772385;0.79845696688
32.021884918;0.7974178195
34.02205658;0.79840761423
36.021774292;0.79872989655
38.021457672;0.79791289568
40.019874573;0.79844790697
42.016689301;0.79770892859
44.011989594;0.79885351658
46.004150391;0.79989868402
47.992988586;0.80021584034
49.979160309;0.80044877529
51.959659576;0.8034427762
53.929607391;0.80703359842
55.883281708;0.81287020445
57.806427002;0.82411748171
59.686023712;0.83934134245
61.517963409;0.86177659035
63.317134857;0.87495189905
65.091911316;0.89584630728
66.837471008;0.90986573696
68.560668945;0.91528171301
70.264251709;0.91584986448
71.950942993;0.91173881292
73.607704163;0.92184621096
75.231552124;0.9234136939
76.839958191;0.92216974497
78.405380249;0.96360987425
79.938827515;0.93126016855
81.488342285;0.91988676786
83.035491943;0.92157739401
84.558921814;0.99058616161
86.008728027;0.98441433907
87.49822998;0.93348193169
89.00038147;0.90174078941
90.504646301;0.93383049965
92.012161255;0.99815702438
93.460449219;0.9773953557
94.955284119;0.93446749449
96.441192627;0.89279609919
97.975898743;0.89335906506
99.543678284;0.92963039875
101.12770844;0.89763355255
102.77219391;0.86133766174
104.41387177;0.85510927439
106.13614655;0.83236676455
107.96369934;0.82657629251
109.86833191;0.81155443192
111.81949615;0.8056614995
113.78675079;0.80310487747
115.76604462;0.80010455847
117.75460052;0.79929810762
119.74723816;0.79973721504
121.74232483;0.79954266548
123.7390976;0.79984873533
125.73706055;0.79964828491
127.73646545;0.79947662354
129.73718262;0.79936051369
131.73876953;0.79930281639
133.74066162;0.79917484522
135.74226379;0.7995326519
137.7434845;0.7995890975
139.74450684;0.79983204603
141.7454834;0.79952931404
143.74668884;0.79960113764
145.74798584;0.79980957508
147.74946594;0.7999702692
149.7505188;0.8002679944
151.75112915;0.80002295971
153.75158691;0.79994416237
155.7517395;0.79983443022
157.75170898;0.79970985651
159.75184631;0.79955554008
161.75230408;0.79964131117
163.75286865;0.79978775978
165.75337219;0.7999380827
167.75376892;0.79989874363
169.7540741;0.79992491007
171.7542572;0.79993575811
173.75442505;0.79998427629
175.75465393;0.79999154806
177.75494385;0.79997318983
179.75526428;0.7999407649
181.75561523;0.79995018244
183.75604248;0.79995888472
185.75650024;0.7999997139
187.75691223;0.7999972105
189.75732422;0.79990065098
191.75773621;0.79986977577
193.75805664;0.79994136095
195.75820923;0.80005145073
197.75862122;0.79980260134
199.7592926;0.80002391338
201.75999451;0.79987818003
203.76080322;0.7998893857
205.76171875;0.79975318909
207.76281738;0.79976522923
209.76400757;0.7997969389
211.76550293;0.79986822605
213.76812744;0.79944306612
215.77243042;0.79908657074
217.77888489;0.79839497805
219.78785706;0.79791498184
221.7983551;0.79774099588
223.8067627;0.79909837246
225.80981445;0.80046856403
251.13490295;0.80131596327
