Distance [mm];Wallthickness [mm]
0.0;1.1929144859
2.0027999878;1.1933487654
4.0053215027;1.193852663
6.0074996948;1.1943814754
8.0093460083;1.1949108839
10.010826111;1.1953566074
12.011863708;1.1956145763
14.012420654;1.1957597733
16.012588501;1.1960572004
18.012523651;1.1965656281
20.012359619;1.1971623898
22.012201309;1.1977578402
24.012048721;1.1981924772
26.011859894;1.1985307932
28.011592865;1.198812604
30.01121521;1.199025631
32.010738373;1.1992446184
34.010181427;1.1994270086
36.009513855;1.1995670795
38.008640289;1.1996231079
40.007419586;1.1995536089
42.005527496;1.1997903585
44.002159119;1.2004742622
45.996006012;1.2013111115
47.982814789;1.2049709558
49.954742432;1.2118523121
51.90348053;1.221552968
53.823303223;1.2323629856
55.709129333;1.2472615242
57.554031372;1.2701172829
59.355190277;1.2990807295
61.116424561;1.3316392899
62.851940155;1.3482216597
64.555747986;1.3840596676
66.210189819;1.4182318449
67.817230225;1.4432629347
69.392944336;1.4492324591
70.945373535;1.4572793245
72.475921631;1.4595223665
73.988273621;1.4629327059
75.488563538;1.4590480328
76.982940674;1.457177639
78.473457336;1.4526578188
79.962654114;1.4488669634
81.450897217;1.4466830492
82.940208435;1.4410845041
84.435173035;1.4339090586
85.940689087;1.4241909981
87.464584351;1.4067304134
89.008216858;1.398114562
90.576057434;1.371442914
92.16934967;1.3587412834
93.780586243;1.3399780989
95.415596008;1.3165977001
97.067756653;1.3107303381
98.731498718;1.3040437698
100.41358948;1.2937700748
102.1210022;1.2820183039
103.85863495;1.2700533867
105.62968445;1.2583781481
107.43608856;1.2471737862
109.27857208;1.2366353273
111.15677643;1.2267422676
113.0697403;1.2175172567
115.01496124;1.2092064619
116.98603058;1.2034618855
118.97316742;1.2009528875
120.96773529;1.2003375292
122.96530151;1.2000807524
124.9642868;1.2000489235
126.96379852;1.2000331879
128.96347046;1.1999721527
130.96327209;1.2000085115
132.96322632;1.1998940706
134.96330261;1.1999070644
136.96347046;1.199966073
138.96369934;1.200013876
140.963974;1.2000204325
142.96427917;1.2000200748
144.96458435;1.2000367641
146.96484375;1.1999477148
148.96499634;1.1998909712
150.96508789;1.1998414993
152.9651947;1.1997810602
154.96539307;1.199686408
156.96568298;1.199690938
158.96598816;1.1998957396
160.96626282;1.1999931335
162.96655273;1.2000411749
164.96681213;1.2000324726
166.96699524;1.1999806166
168.96710205;1.1999725103
170.9671936;1.1999989748
172.96731567;1.2000381947
174.96743774;1.2000545263
176.96755981;1.2000403404
178.9677124;1.2000170946
180.96792603;1.1999912262
182.96821594;1.1999527216
184.96862793;1.1998938322
186.96914673;1.1998505592
188.96977234;1.1998281479
190.97042847;1.1998260021
192.97108459;1.1998091936
194.97175598;1.1998159885
196.97241211;1.199819088
198.97306824;1.1998183727
200.97375488;1.1998348236
202.97451782;1.1998724937
204.97540283;1.1999071836
206.97642517;1.1999179125
208.97753906;1.1998852491
210.97871399;1.199816823
212.97988892;1.1997593641
214.98097229;1.1997576952
216.98197937;1.1997733116
218.98297119;1.1998057365
220.98394775;1.1998472214
222.98493958;1.1998692751
224.9859314;1.1998605728
249.01753235;1.1995345354
