Angle[degree];Secondary axis[mm];Main axis[mm];Out-of-roundness[-];Collapse[mm]
0.0;21.7120344750099;20.46690302139068;0.0579130908660102;0.024903870624179092
1.0;21.712638241052765;20.60744025351841;0.05140455755973753;0.02992111593350444
2.0;21.70880382439222;20.77057863135459;0.04363838107151773;0.051280343544043205
3.0;21.707077969401897;20.927558746008824;0.03625670806479411;0.06922792068294115
4.0;21.703229248680117;21.08172656456419;0.028907101586787345;0.0838500612427282
5.0;21.701921749957492;21.22941472261884;0.02197707103900701;0.08750943448909965
6.0;21.697567425620317;21.347879146400366;0.016264571126509336;0.07779363418809027
7.0;21.694885848732586;21.467178402371562;0.010591044016791784;0.049107546555916315
8.0;21.692887829273502;21.51555061280942;0.008248242626236364;-0.008780227359778792
9.0;21.68857309090252;21.58580206240078;0.004780047837290162;-0.09530832910130727
10.0;21.679251663056313;21.55570555132439;0.005746330778228955;-0.18997244918713108
11.0;21.666095681367583;21.51409676744393;0.0070697169266814965;-0.29144217387241156
12.0;21.651726639210576;21.166113748278857;0.022586646089847406;-0.37770165382001863
13.0;21.631731389457045;20.797916404575872;0.038782092320054536;-0.4598503960517988
14.0;21.607360579723622;20.521428837110673;0.05050845314478834;-0.5370198956810199
15.0;21.579599750945306;20.377685058635304;0.05590300894465124;-0.5950036978390543
16.0;21.55487161263639;20.30578871605075;0.05809687891096004;-0.6544559184106973
17.0;21.540225124481125;20.28531598935275;0.05836786675015701;-0.6761901497514629
18.0;21.53871689643607;20.458952370582804;0.05022160585364035;-0.6994757309865278
19.0;21.543816310296076;20.757265667651264;0.03658375082068894;-0.6714829912404099
20.0;21.54841068587573;21.108014007218245;0.020483566449185375;-0.6359054836000624
21.0;21.55012368921082;21.37793120404909;0.00800895279822001;-0.5777471648321395
22.0;21.555726515364018;21.572061041194306;-0.0007597453874552684;-0.49688414134867287
23.0;21.559904775232788;21.678603837256784;-0.005520886605767258;-0.40043544356714733
24.0;21.55708072245023;21.685308285503417;-0.005964072700148235;-0.3066166364653995
25.0;21.546141339225723;21.60300530736309;-0.002644835727319418;-0.22283803332908292
26.0;21.52912670913647;21.50464217971295;0.0011388153220242417;-0.1969859526543516
27.0;21.508895674539183;21.35829670714948;0.007004603134404709;-0.18876434962997735
28.0;21.48791559495738;21.064631189212623;0.01968764677882585;-0.20336962429803407
29.0;21.466448159131534;20.658834841511297;0.03756341012187152;-0.23303767664807395
30.0;21.42797351340997;20.268015154693447;0.05395155156821036;-0.28058849945249165
31.0;21.395969445598;20.145066993097664;0.058181509418620186;-0.331845830671881
32.0;21.365042982428648;20.047951897742013;0.06126005045054112;-0.3846838482133563
33.0;21.320996723488186;20.060085872268886;0.05864701633578141;-0.42472460218095165
34.0;21.27644732077018;20.137643443948328;0.05296762217776063;-0.451909371980058
35.0;21.25982326446905;20.360019490527648;0.04185133832285582;-0.46100287930590156
36.0;21.259450877045055;20.68059747710485;0.02692341395070717;-0.4642068236577259
37.0;21.265290149913426;20.95017636940504;0.014656454907366837;-0.43781149633598915
38.0;21.274263225345138;21.18170926797833;0.004304835226363108;-0.4006597279999653
39.0;21.29635918527694;21.32917437452275;-0.0015262878718981165;-0.3326130734486341
40.0;21.319911495753658;21.45528167572529;-0.006296287440540952;-0.2662251921572505
41.0;21.347034003640076;21.415707181196773;-0.003194101281706832;-0.15403781907153302
42.0;21.369448919610534;21.353780263855715;0.0007287746862706571;-0.045039087550172496
43.0;21.394762653089543;21.196675412668817;0.009213360019568656;0.07650258698264878
44.0;21.42226873011593;21.04398604573114;0.017594543459757805;0.18092234404456775
45.0;21.43930154462686;20.805186220653454;0.029493735998763145;0.26202940472366265
46.0;21.450330854057654;20.5550556758601;0.041640705962676945;0.32633709316259285
47.0;21.452359162389232;20.318862760216682;0.052720762891746535;0.3738106609923548
48.0;21.45228074454739;20.131123977105126;0.06144915197405882;0.3911193229652312
49.0;21.444675468326206;20.06915054615559;0.06397790335677284;0.3867906353225692
50.0;21.43942037794296;20.04065628502923;0.06505879501924325;0.37258142998319954
51.0;21.426412228057597;20.081956699976878;0.06253281525956832;0.3463229397113423
52.0;21.407771850494786;20.158889721078996;0.05808754090306001;0.32912960527047375
53.0;21.400922171712104;20.31282922302234;0.050608974357663386;0.3080743427746597
54.0;21.403325998479062;20.4761247895936;0.043125637622579545;0.29902096117272237
55.0;21.403151768471446;20.630970161152646;0.03591542359622323;0.3010630259356333
56.0;21.406757757359692;20.713511830513934;0.03224399659747714;0.32289340267290356
57.0;21.41841136939955;20.757194505567874;0.030754272736357023;0.36301339684204237
58.0;21.43463346519688;20.772690633499582;0.030788038683595316;0.4066529814371549
59.0;21.453394552837555;20.742664268668104;0.03305722251950933;0.4847195563408917
60.0;21.47213574381858;20.68888998644413;0.03643003522671853;0.5621029270769995
61.0;21.492748110515343;20.606368411783073;0.04122696273173349;0.6543946116716342
62.0;21.51576702504535;20.528098805629245;0.0459380567170281;0.7351552904138003
63.0;21.5337501642313;20.451875550454247;0.050319749478002475;0.8067813648032782
64.0;21.54941065352105;20.390791755925918;0.05388925105093642;0.8695728261244824
65.0;21.577685658054868;20.346202333465623;0.057278294166941635;0.9219065047676693
66.0;21.591028824155025;20.317580424256203;0.05923015813482892;0.9578231070746384
67.0;21.58450477260623;20.304934508623205;0.059514895999210476;0.9814130657835634
68.0;21.606037153696946;20.2965198812121;0.06090778011557427;0.9966925808982481
69.0;21.61897791590065;20.301036389793552;0.061299605865446444;1.0045079354979052
70.0;21.61269157484449;20.305896311136348;0.060781175056192675;1.0053988549989583
71.0;21.598966558947506;20.32013059600343;0.05948074246251514;1.005023998902395
72.0;21.61552934589914;20.336118812975727;0.05950746664760066;0.9960840219045934
73.0;21.61300651573646;20.353557637485856;0.05857901759305125;0.9898198857863676
74.0;21.593364111126082;20.371566123441596;0.056827813380673754;0.9795921988471292
75.0;21.5939044213321;20.39406848879438;0.05580632244361473;0.9664649302005586
76.0;21.60498925309401;20.41331423943033;0.05542674482156651;0.9561219903050997
77.0;21.59943193959077;20.434222195128243;0.054195802068024476;0.9416251418732458
78.0;21.587224600472233;20.450910712642035;0.05285180873628829;0.9360817598297473
79.0;21.600088128299838;20.457934157369188;0.05312344050840233;0.9344575347608455
80.0;21.61105179006406;20.466047105922872;0.05325603182052038;0.9391768446026845
81.0;21.616126937749954;20.457087863741062;0.05390879413994844;0.9541833282882024
82.0;21.621929518885267;20.45767856572557;0.05415120712370688;0.9641557369024838
83.0;21.632077411214176;20.451642295656168;0.05490395886316319;0.9778397204539715
84.0;21.64248037151429;20.447494803494358;0.05558072409395026;0.9896505605140078
85.0;21.65407234722384;20.449965799349;0.05600495571510884;0.9944801698907071
86.0;21.662095335047177;20.448532826772908;0.05644476782671016;0.9983028759333621
87.0;21.670298945031742;20.460850732942433;0.056253405213456266;0.9925098564553281
88.0;21.677678436115805;20.476220012930266;0.05588178712490878;0.97690223173052
88.56;21.68139743197685;20.494400653188613;0.05520915250177851;0.9596317444198306
89.0;21.684204172392043;20.511136185712907;0.054561301706006336;0.9428138792264349
90.0;21.689694644782502;20.551442386234065;0.052941965513880807;0.8974514299534277
90.02;21.689793044459538;20.552257140881864;0.05290864667803138;0.8964665381362238
