Time [s];Movement [mm]
0.0;3.4647769098e-06
0.049499999732;3.4225456602e-06
0.099500000477;3.3437218008e-06
0.1494999975;0.0059451288544
0.19949999452;0.013149292208
0.24950000644;0.013403541408
0.29949998856;0.017224380746
0.34950000048;0.021943662316
0.3995000124;0.025841413066
0.44949999452;0.020528748631
0.49950000644;0.014094232582
0.55000001192;0.010554472916
0.60000002384;0.030410824344
0.64999997616;0.027130383998
0.69999998808;0.0031015416607
0.75;-0.012663903646
0.80000001192;0.0076873861253
0.85000002384;0.023493736982
0.89999997616;0.02133285813
0.94999998808;0.0038882230874
1.0;-0.0042872624472
1.0499999523;-0.0072996076196
1.1000000238;-9.8808231996e-05
1.1499999762;0.0083696627989
1.2000000477;0.015183234587
1.25;0.032544020563
1.2999999523;0.051908165216
1.3500000238;0.072541631758
1.3999999762;0.055101178586
1.4500000477;0.054819181561
1.5;0.051696818322
1.5499999523;0.0345669128
1.6000000238;0.013318225741
1.6499999762;0.021237708628
1.7000000477;0.013396007009
1.75;-0.0041701635346
1.7999999523;-0.016877755523
1.8500000238;-0.0082020070404
1.8999999762;0.014779235236
1.9500000477;0.026466595009
2.0;0.017913181335
2.0499999523;-0.0043396353722
2.0999999046;-0.0094522545114
2.1500000954;0.0094367908314
2.2000000477;0.021563729271
2.25;0.017199445516
2.2999999523;0.028094375506
2.3499999046;0.072379171848
2.4000000954;0.091662190855
2.4500000477;0.10985323042
2.4995000362;0.13154274225
2.5494999886;0.16724176705
2.5994999409;0.19204136729
2.6494998932;0.1694137305
2.6995000839;0.13680766523
2.7495000362;0.10245324671
2.7994999886;0.079558335245
2.8494999409;0.058373522013
2.8994998932;0.02214140445
2.9495000839;0.0058068428189
2.9995000362;0.010719823651
3.0494999886;0.011853372678
3.0994999409;0.0039329547435
3.1494998932;-0.0020136467647
3.1995000839;0.014041333459
3.2495000362;0.034565925598
3.2994999886;0.066816553473
3.3494999409;0.087431319058
3.3994998932;0.12447966635
3.4495000839;0.16806870699
3.4995000362;0.19444128871
3.5494999886;0.20293670893
3.5994999409;0.20249217749
3.6494998932;0.18805015087
3.6995000839;0.17449182272
3.7495000362;0.15597844124
3.7994999886;0.12895852327
3.8494999409;0.10561450571
3.8994998932;0.084077931941
3.9495000839;0.064386337996
3.9995000362;0.05522819981
4.0494999886;0.0491027385
4.0995001793;0.048996888101
4.1494998932;0.059337455779
4.1995000839;0.072568833828
4.2494997978;0.084456562996
4.2994999886;0.099549494684
4.3495001793;0.11838249862
4.3994998932;0.13041642308
4.4495000839;0.13769681752
4.4994997978;0.14407794178
4.5494999886;0.1463354826
4.5995001793;0.14936600626
4.6494998932;0.15449881554
4.6995000839;0.15647923946
4.7494997978;0.1546164602
4.7994999886;0.14957529306
4.8495001793;0.14763712883
4.8994998932;0.14859288931
4.9499998093;0.14858111739
5.0;0.14859634638
5.0500001907;0.15177717805
5.0999999046;0.14983822405
5.1500000954;0.14404961467
5.1999998093;0.13880690932
5.25;0.1329215765
5.3000001907;0.12733522058
5.3499999046;0.11977487057
5.4000000954;0.11759340763
5.4499998093;0.11592402309
5.5;0.11176281422
5.5500001907;0.10730097443
5.5999999046;0.10516534001
5.6500000954;0.1093833223
5.6999998093;0.11407783628
5.75;0.12686599791
5.8000001907;0.13982449472
5.8499999046;0.15249074996
5.9000000954;0.16707208753
5.9499998093;0.18425534666
6.0;0.19915376604
6.0500001907;0.20887900889
6.0999999046;0.21420717239
6.1500000954;0.21303679049
6.1999998093;0.20538277924
6.25;0.19510440528
6.3000001907;0.17822417617
6.3499999046;0.15580289066
6.4000000954;0.13002508879
6.4499998093;0.10909449309
6.5;0.094540335238
6.5500001907;0.086020000279
6.5999999046;0.087700456381
6.6500000954;0.095298178494
6.6999998093;0.10584398359
6.75;0.11634673923
6.8000001907;0.12905097008
6.8499999046;0.14691440761
6.9000000954;0.16414134204
6.9499998093;0.17855097353
7.0;0.19157555699
7.0500001907;0.20361497998
7.0999999046;0.20943433046
7.1500000954;0.20934270322
7.1999998093;0.20509053767
7.25;0.19490937889
7.3000001907;0.1826660037
7.3499999046;0.16858994961
7.4000000954;0.1572111249
7.4499998093;0.14690122008
7.5;0.14020052552
7.5500001907;0.13580726087
7.5999999046;0.13280983269
7.6500000954;0.1282633692
7.6999998093;0.12665458024
7.75;0.12613634765
7.8000001907;0.12908136845
7.8499999046;0.13513314724
7.9000000954;0.14278423786
7.9499998093;0.15325446427
8.0;0.16385549307
8.0500001907;0.17313478887
8.1000003815;0.17940697074
8.1499996185;0.18366025388
8.1999998093;0.18752838671
8.25;0.1914486438
8.3000001907;0.1952713728
8.3500003815;0.19995972514
8.3999996185;0.20246368647
8.4499998093;0.20219501853
8.5;0.19769839942
8.5500001907;0.1919478327
8.6000003815;0.18449863791
8.6499996185;0.17755740881
8.6999998093;0.171964854
8.75;0.16750016809
8.8000001907;0.16375811398
8.8500003815;0.15825907886
8.8999996185;0.15245527029
8.9499998093;0.14924758673
9.0;0.14798353612
9.0500001907;0.14954988658
9.1000003815;0.1529596597
9.1499996185;0.16050714254
9.1999998093;0.16963510215
9.25;0.1806614846
9.3000001907;0.1893030107
9.3500003815;0.19923868775
9.3999996185;0.20716279745
9.4495000839;0.21307207644
9.4995002747;0.21579486132
9.5495004654;0.21620067954
9.5994997025;0.21424284577
9.6494998932;0.21041834354
9.6995000839;0.20406500995
9.7495002747;0.19554568827
9.7995004654;0.18662653863
9.8494997025;0.17719109356
9.8994998932;0.1692224443
9.9495000839;0.16125300527
9.9995002747;0.1547640264
10.049500465;0.1505074352
10.099499702;0.14998976886
10.149499893;0.15159758925
10.199500084;0.15538953245
10.249500275;0.1604347378
10.299500465;0.16745454073
10.349499702;0.17465566099
10.399499893;0.18138505518
10.449500084;0.1886677593
10.499500275;0.19592259824
10.549500465;0.2027631253
10.599499702;0.2094270885
10.649499893;0.21451802552
10.699500084;0.21621221304
10.749500275;0.21478293836
10.799500465;0.21159982681
10.849499702;0.20653757453
10.899499893;0.19970311224
10.949500084;0.19267781079
10.999500275;0.18589448929
11.049500465;0.17880703509
11.099499702;0.17170861363
11.149499893;0.16482579708
11.199500084;0.15784943104
11.249500275;0.15319903195
