Angle[degree];Secondary axis[mm];Main axis[mm];Out-of-roundness[-];Collapse[mm]
0.0;21.230828762393088;21.129168131493973;0.004818039379104978;0.1853564044391618
1.0;21.218668068148013;21.104737796307163;0.005399538949803323;0.22110177439191148
2.0;21.2068444005247;21.081884748000054;0.0059222584134904326;0.24829111283025895
3.0;21.195855400587238;21.06509806651513;0.006197030050810794;0.2656160532407057
4.0;21.185482039303274;21.04484893239531;0.006665076156775484;0.28126015983760766
5.0;21.17520253602694;21.029720762944496;0.00689487076220116;0.2901307020977626
6.0;21.164833858950484;21.01591613427574;0.007057712069893004;0.2952087622799766
7.0;21.155019888399174;21.003724223714194;0.0071704106485772565;0.299046778393695
8.0;21.145517395665173;20.99633297133974;0.007070351863764618;0.2953944598305327
9.0;21.13644794685069;20.990873657990665;0.006899255396209741;0.29204775255530535
10.0;21.127467745081518;20.990437289262697;0.006494334398996219;0.283775260675192
11.0;21.11934403558159;20.996665621216266;0.005814142860915866;0.2713215048195252
12.0;21.11341745317364;20.9989035637682;0.005427198550020876;0.259942302503795
13.0;21.106648392469637;21.008923028562684;0.004631533834452752;0.24133716983935471
14.0;21.10057893545759;21.010961263684198;0.004247283022435685;0.22782678713044646
15.0;21.098561248315896;21.02033535661776;0.003707388232139125;0.209926753785588
16.0;21.094793827740247;21.024217400606773;0.0033448543665153714;0.19279311034976843
17.0;21.094449685045674;21.02740613917062;0.003177419235784613;0.17907013591277376
18.0;21.092102420839293;21.031557128387067;0.0028694451399158953;0.1600157818440806
19.0;21.095517719590553;21.026587863030862;0.0032668178464308724;0.15453243674439676
20.0;21.09342774280176;21.020771493555028;0.0034434241349162913;0.14312276445130578
21.0;21.09684900719118;21.012366757262683;0.004003898100876717;0.13809439073671825
22.0;21.100008853152033;21.003132070936772;0.004591316692666417;0.12954043010844885
23.0;21.100268552695844;20.996598260266964;0.004913284001368738;0.12039730696152162
24.0;21.102817220745596;20.984242095517793;0.005619674181412469;0.11279331855677555
25.0;21.10492320358701;20.980999314910612;0.005873170079450133;0.09811017281745649
26.0;21.107980090837266;20.973361389426458;0.006380033242218399;0.08635463768573004
27.0;21.104260542816647;20.973129759296516;0.006214729076783468;0.06681281462847721
28.0;21.110004127233033;20.969154410557017;0.0066753420225599824;0.05012090757916354
29.0;21.111453794500424;20.969759250219884;0.00671538124552322;0.028252145517896565
30.0;21.11234808701637;20.973363712836534;0.006586937164921063;0.005508732299901453
31.0;21.11305859237434;20.970933924332588;0.006735766257902962;-0.014646671675372147
32.0;21.11447582753715;20.97753269373282;0.00649019591489715;-0.040701815183467716
33.0;21.118654758940316;20.969800791550295;0.007054690397631342;-0.05602843683105618
34.0;21.116682962442503;20.973024138703735;0.00680847505870939;-0.07691357413438737
35.0;21.120898539015162;20.963236317197367;0.007472143214113485;-0.09107329885277693
36.0;21.12094124986183;20.96212160739607;0.007526997273258682;-0.11013302095788902
37.0;21.124174013380152;20.957360464253448;0.00790585540884855;-0.12833443872166583
38.0;21.123102773852363;20.95263451387213;0.008079064454039456;-0.14437113664273227
39.0;21.123157051202334;20.952515516582945;0.008087276522245904;-0.1663335347138073
40.0;21.124615496467708;20.949457220032645;0.008301340115405828;-0.18238539799973097
41.0;21.12354294556892;20.954675354901596;0.00800320334916234;-0.20465226849169937
42.0;21.124019067914837;20.952613471256576;0.008123487993282493;-0.22142276507127434
43.0;21.12163988079711;20.957904027247448;0.0077599930592257725;-0.2429718320134242
44.0;21.12328208625469;20.95889142276348;0.007791026705744612;-0.26300867245185344
45.0;21.120560713386276;20.962517962945004;0.0074901777460318385;-0.28006749776417905
46.0;21.119370908640274;20.9658489000588;0.007275924577321122;-0.30318270049087204
47.0;21.118320709001523;20.966295878248907;0.0072049682821145;-0.31841073056874336
48.0;21.118562213324278;20.968365758138738;0.007118315411636973;-0.33892375305816813
49.0;21.11717676246316;20.968092789614488;0.007065591130268811;-0.35455910491747744
50.0;21.115172268777613;20.96836976710066;0.0069574645344526835;-0.37391234137346174
51.0;21.114636378736808;20.970665389805873;0.00682326961757985;-0.3931746791886752
52.0;21.112655102129494;20.96846031939552;0.006833875958956208;-0.4079485229916031
