Distance [mm];Wallthickness [mm]
0.0;0.79214370251
2.0055201054;0.79260200262
4.0107345581;0.79308849573
6.0157546997;0.79365903139
8.020401001;0.79414457083
10.024471283;0.79485607147
12.027721405;0.79563301802
14.030235291;0.7965272665
16.032279968;0.7975358963
18.033916473;0.79846912622
20.0352211;0.79932892323
22.036380768;0.80015200377
24.037506104;0.80078369379
26.038703918;0.80128252506
28.040039062;0.8017206192
30.041519165;0.80216217041
32.043132782;0.80255645514
34.044872284;0.80285429955
36.046710968;0.80310547352
38.048591614;0.80321389437
40.050415039;0.80338352919
42.052017212;0.80360561609
44.053367615;0.80367457867
46.054603577;0.8039790988
48.055549622;0.80444788933
50.056003571;0.8045514822
52.056106567;0.80470484495
54.053012848;0.80634623766
56.036384583;0.81147694588
57.991802216;0.82028484344
59.905403137;0.83599489927
61.774017334;0.8527534008
63.599895477;0.87467765808
65.378181458;0.89945751429
67.110694885;0.91806459427
68.807525635;0.93088012934
70.48059845;0.93562144041
72.140296936;0.93190652132
73.781143188;0.93676877022
75.4116745;0.92596167326
77.040863037;0.92639386654
78.64440918;0.9449210763
80.239555359;0.92001271248
81.831161499;0.93701863289
83.405754089;0.93031084538
84.955848694;0.95865213871
86.448051453;0.99470883608
87.941703796;0.94236397743
89.468063354;0.93756508827
91.014511108;0.92233484983
92.567695618;0.96504259109
94.085220337;0.9774286747
95.6146698;0.93015366793
97.186195374;0.90376108885
98.818855286;0.86380314827
100.53379059;0.86726522446
102.26929474;0.87417978048
104.03960419;0.84125763178
105.85350037;0.82636195421
107.70045471;0.82013267279
109.58834839;0.81726378202
111.50975037;0.81456965208
113.45690918;0.80879986286
115.42060852;0.8051840663
117.39318085;0.80345910788
119.37098694;0.8030987978
121.3543396;0.80212706327
123.34401703;0.80112826824
125.33771515;0.80088847876
127.33298492;0.80093699694
129.32884216;0.80070126057
131.3249054;0.79994064569
133.32119751;0.79994517565
135.31829834;0.80018550158
137.31628418;0.80020219088
139.31468201;0.80018180609
141.31333923;0.79986327887
143.31227112;0.79979193211
145.31126404;0.80024445057
147.31030273;0.80013811588
149.30957031;0.80006581545
151.30895996;0.80008029938
153.30848694;0.8000779748
155.30818176;0.80004632473
157.30807495;0.80001479387
159.30812073;0.80002164841
161.30828857;0.79996997118
163.30859375;0.79993247986
165.30906677;0.79991519451
167.30967712;0.79991751909
169.31037903;0.79991441965
171.31121826;0.7998842597
173.31216431;0.79987180233
175.31317139;0.7998739481
177.31425476;0.79986393452
179.31546021;0.79987996817
181.31677246;0.79987859726
183.31816101;0.79984104633
185.31962585;0.79979634285
187.32122803;0.79973739386
189.32296753;0.79975259304
191.32475281;0.79978203773
193.3265686;0.79977303743
195.32846069;0.79975575209
197.33036804;0.79975706339
199.33235168;0.79966533184
201.33436584;0.79975563288
203.33656311;0.79968184233
205.33958435;0.79941040277
207.34310913;0.79950088263
209.34637451;0.79957461357
211.34936523;0.79957997799
213.35232544;0.7995775938
215.35572815;0.79938769341
217.36024475;0.79905533791
219.36637878;0.79863798618
221.37336731;0.79889678955
223.38127136;0.79847711325
225.39039612;0.79844260216
227.39920044;0.79839885235
251.43640137;0.79880803823
