Distance [mm];Wallthickness [mm]
0.0;0.79358571768
2.0004997253;0.79369705915
4.0009422302;0.7937630415
6.0014457703;0.79382055998
8.0020446777;0.79385751486
10.002689362;0.79387205839
12.003364563;0.79386246204
14.004165649;0.7938811779
16.005138397;0.79383909702
18.006343842;0.79383510351
20.007816315;0.79392296076
22.009700775;0.79409241676
24.012207031;0.79431837797
26.01537323;0.79450118542
28.01908493;0.79459971189
30.02325058;0.79477030039
32.027965546;0.79517006874
34.033359528;0.79553210735
36.039318085;0.79586845636
38.045898438;0.79626011848
40.053398132;0.79665321112
42.062141418;0.79695445299
44.072292328;0.79702872038
46.085163116;0.79637992382
48.104293823;0.79497164488
50.134300232;0.79265266657
52.179588318;0.78943824768
54.243240356;0.78596651554
56.328639984;0.78166764975
58.441608429;0.77607917786
60.588703156;0.76871180534
62.776405334;0.75877344608
65.012290955;0.74537575245
67.302230835;0.73118960857
69.650283813;0.71526032686
72.044898987;0.7078062892
74.476486206;0.70233130455
76.943977356;0.70293956995
79.437019348;0.70357400179
81.952819824;0.70142680407
84.507247925;0.68578821421
87.127365112;0.66096377373
89.814208984;0.64411431551
92.540298462;0.64916664362
95.283668518;0.6556044817
98.024482727;0.65882140398
100.79212952;0.62422323227
103.64069366;0.58985370398
106.57592773;0.57747507095
109.51675415;0.60110104084
112.38088226;0.62491643429
115.18907928;0.60906302929
117.97459412;0.59247601032
120.74440002;0.59160548449
123.45899963;0.62509983778
126.06848907;0.66251564026
128.57336426;0.70250815153
130.97860718;0.7288864255
133.32902527;0.73403871059
135.64407349;0.74891126156
137.90997314;0.75828462839
140.12661743;0.76771754026
142.29701233;0.77457183599
144.42977905;0.78108608723
146.53155518;0.78592669964
148.60766602;0.79074931145
150.66304016;0.79384750128
152.70301819;0.79650044441
154.73112488;0.79837274551
156.7510376;0.79926043749
158.76582336;0.79966568947
160.77735901;0.79988610744
162.78652954;0.79993581772
164.79336548;0.79999697208
166.79789734;0.80003327131
168.80049133;0.80003458261
170.80152893;0.80005800724
172.80163574;0.80003213882
174.8013916;0.80005097389
176.80099487;0.80008023977
178.80055237;0.80009067059
180.80006409;0.80009025335
182.79954529;0.80010664463
184.79901123;0.80010545254
186.79850769;0.8000779748
188.79803467;0.80009281635
190.79756165;0.80007332563
192.79708862;0.80004137754
194.79658508;0.80005908012
196.79603577;0.80006986856
198.79544067;0.80008786917
200.79483032;0.8000997901
202.79423523;0.80008685589
204.79362488;0.80010586977
206.79298401;0.80009645224
208.79237366;0.80008482933
210.79179382;0.80007368326
212.79125977;0.80005520582
214.79071045;0.80004310608
216.79019165;0.79986578226
218.78982544;0.79967236519
220.7895813;0.799726367
222.78930664;0.79986846447
224.78892517;0.79998826981
226.78863525;0.79956370592
228.78862;0.79919320345
230.78852844;0.79942518473
232.78823853;0.79974848032
234.78793335;0.80000340939
236.78767395;0.79990756512
238.78738403;0.79975712299
240.78700256;0.79975366592
242.78659058;0.79987215996
244.78620911;0.79992824793
246.78579712;0.79990267754
248.78526306;0.79997807741
250.78465271;0.80008000135
252.78358459;0.80021989346
254.78050232;0.80095225573
256.7746582;0.8017809391
283.39025879;0.80210274458
