Distance [mm];Wallthickness [mm]
0.0;1.1903877258
2.0016634464;1.1905753613
4.0030593872;1.1909809113
6.004283905;1.1914943457
8.0053062439;1.1918555498
10.006095886;1.1922696829
12.006744385;1.1928782463
14.007369995;1.193557024
16.008018494;1.1942538023
18.008705139;1.194935441
20.009437561;1.1956686974
22.01020813;1.1962949038
24.010986328;1.1966756582
26.011743546;1.1970475912
28.012477875;1.1973848343
30.013189316;1.1977016926
32.013839722;1.1979932785
34.014404297;1.1983036995
36.014812469;1.198554039
38.015033722;1.1987010241
40.015110016;1.1988664865
42.015029907;1.1990582943
44.014720917;1.1992189884
46.013931274;1.1994849443
48.01153183;1.2004992962
50.004817963;1.2029134035
51.988212585;1.2081290483
53.950901031;1.2184141874
55.880348206;1.232483983
57.769107819;1.2503100634
59.616825104;1.2715511322
61.426647186;1.2983137369
63.199523926;1.3312687874
64.92956543;1.3684397936
66.609573364;1.4051939249
68.244003296;1.4296534061
69.846336365;1.4407279491
71.423843384;1.4507937431
72.979560852;1.4507237673
74.513328552;1.4587230682
76.027839661;1.454433918
77.531181335;1.4551203251
79.025848389;1.4524301291
80.512786865;1.4560085535
81.992271423;1.4555784464
83.471603394;1.4511162043
84.95514679;1.4456391335
86.447288513;1.4328174591
87.948959351;1.4268596172
89.462226868;1.4107347727
90.986457825;1.4099808931
92.527793884;1.3818548918
94.09274292;1.368969202
95.674583435;1.3486841917
97.270111084;1.3408149481
98.874099731;1.3314300776
100.49112701;1.3227565289
102.12701416;1.3113634586
103.78949738;1.2983202934
105.4838562;1.2850821018
107.21312714;1.2721784115
108.97932434;1.2597336769
110.78354645;1.2479422092
112.62554932;1.2370837927
114.50392914;1.2271153927
116.41677856;1.2177544832
118.36074066;1.2095229626
120.3291626;1.2038353682
122.31286621;1.2012014389
124.30421448;1.200414896
126.29920959;1.2001894712
128.29614258;1.2001991272
130.29418945;1.200132966
132.29283142;1.2000609636
134.29176331;1.2001458406
136.29092407;1.200116992
138.29029846;1.1999944448
140.28982544;1.1999782324
142.28936768;1.200060606
144.28881836;1.2001178265
146.28822327;1.2001532316
148.28762817;1.2001318932
150.28704834;1.2000669241
152.28646851;1.2000114918
154.28593445;1.199996233
156.28549194;1.1999697685
158.28518677;1.1999391317
160.28503418;1.1999094486
162.28497314;1.1999268532
164.28503418;1.1999534369
166.28518677;1.2000101805
168.28536987;1.2000683546
170.28559875;1.2000740767
172.28587341;1.2000199556
174.28622437;1.1999245882
176.28660583;1.1998505592
178.2869873;1.1998301744
180.28736877;1.1998540163
182.28771973;1.1998949051
184.28794861;1.1999452114
186.28796387;1.2000035048
188.28782654;1.2000633478
190.28753662;1.2001389265
192.28713989;1.200178504
194.28672791;1.2001606226
196.28637695;1.2001322508
198.28608704;1.200075388
200.28598022;1.1999894381
202.28611755;1.199903965
204.28651428;1.1998417377
206.28720093;1.1998285055
208.28820801;1.1998364925
210.28944397;1.1998294592
212.29083252;1.1997851133
214.2923584;1.1997423172
216.29399109;1.1997108459
218.29570007;1.1997284889
220.2973938;1.1997406483
222.29904175;1.1997110844
224.30052185;1.1996774673
249.62854004;1.1992559433
