Time [s];Bending-angle [radiant]
63.249500275;1.0933008194
63.299499512;1.0941933393
63.349498749;1.0950857401
63.399501801;1.09597826
63.449501038;1.09687078
63.499500275;1.0977632999
63.549499512;1.0986558199
63.599498749;1.0995482206
63.649501801;1.1004407406
63.699501038;1.1013332605
63.749500275;1.1022257805
63.799499512;1.1031183004
63.849498749;1.1040108204
63.899501801;1.1049032211
63.949501038;1.1057957411
63.999500275;1.106688261
64.049499512;1.107580781
64.099502563;1.1084733009
64.149497986;1.1093657017
64.199501038;1.1102582216
64.24949646;1.1111507416
64.299499512;1.1120432615
64.349502563;1.1129357815
64.399497986;1.1138281822
64.449501038;1.1147207022
64.49949646;1.1156132221
64.549499512;1.1165057421
64.599502563;1.117398262
64.649497986;1.118290782
64.699501038;1.1191831827
64.74949646;1.1200757027
64.799499512;1.1209682226
64.849502563;1.1218607426
64.899497986;1.1227532625
64.949501038;1.1236456633
64.99949646;1.1245381832
65.049499512;1.1254307032
65.099502563;1.1263232231
65.149497986;1.1272157431
65.199501038;1.1281081438
65.24949646;1.1290006638
65.299499512;1.1298931837
65.349502563;1.1307857037
65.399497986;1.1316782236
65.449501038;1.1325707436
65.49949646;1.1334631443
65.549499512;1.1343556643
65.599502563;1.1352481842
65.649497986;1.1361407042
65.699501038;1.1370332241
65.74949646;1.1379256248
65.799499512;1.1388181448
65.849502563;1.1397106647
65.899497986;1.1406031847
65.949501038;1.1414957047
65.99949646;1.1423882246
66.049499512;1.1432806253
66.099502563;1.1441731453
66.149497986;1.1450656652
66.199501038;1.1459581852
66.24949646;1.1468507051
66.299499512;1.1477431059
66.349502563;1.1486356258
66.399497986;1.1495281458
66.449501038;1.1504206657
66.49949646;1.1513131857
66.549499512;1.1522055864
66.599502563;1.1530981064
66.649497986;1.1539906263
66.699501038;1.1548831463
66.74949646;1.1557756662
66.799499512;1.1566681862
66.849502563;1.1575605869
66.899497986;1.1584531069
66.949501038;1.1593456268
66.99949646;1.1602381468
67.049499512;1.1611306667
67.099502563;1.1620230675
67.149497986;1.1629155874
67.199501038;1.1638081074
67.24949646;1.1647006273
67.299499512;1.1655931473
67.349502563;1.166485548
67.399497986;1.167378068
67.449501038;1.1682705879
67.49949646;1.1691631079
67.549499512;1.1700556278
67.599502563;1.1709481478
67.649497986;1.1718405485
67.699501038;1.1727330685
67.74949646;1.1736255884
67.799499512;1.1745181084
67.849502563;1.1754106283
67.899497986;1.1763030291
