Time [s];Movement [mm]
0.0;0.0
0.049499999732;0.0029667585623
0.099500000477;0.025762384757
0.1494999975;0.087822705507
0.19949999452;0.19654494524
0.24950000644;0.27606022358
0.29949998856;0.24075447023
0.34950000048;0.15984891355
0.3995000124;0.11349941045
0.44949999452;0.11022728682
0.49950000644;0.097006089985
0.55000001192;0.030260933563
0.60000002384;-0.031842403114
0.64999997616;-0.056304126978
0.69999998808;-0.062094710767
0.75;-0.089083850384
0.80000001192;-0.11721482873
0.85000002384;-0.1347873956
0.89999997616;-0.13304173946
0.94999998808;-0.12078958005
1.0;-0.11551020294
1.0499999523;-0.10248716921
1.1000000238;-0.065216034651
1.1499999762;-0.016641622409
1.2000000477;0.027143169194
1.25;0.063342899084
1.2999999523;0.10029418766
1.3500000238;0.14717333019
1.3999999762;0.18782038987
1.4500000477;0.20542852581
1.5;0.21348746121
1.5499999523;0.22518254817
1.6000000238;0.23749579489
1.6499999762;0.23153273761
1.7000000477;0.20313584805
1.75;0.17289994657
1.7999999523;0.15032482147
1.8500000238;0.12444356084
1.8999999762;0.08253455162
1.9500000477;0.038516733795
2.0;0.0045347022824
2.0499999523;-0.020346280187
2.0999999046;-0.021952902898
2.1500000954;-0.01544668898
2.2000000477;-0.031489614397
2.25;-0.058028250933
2.2999999523;-0.075258485973
2.3499999046;-0.079324476421
2.4000000954;-0.077414542437
2.4500000477;-0.074876353145
2.4995000362;-0.061540775001
2.5494999886;-0.034063521773
2.5994999409;-0.0030992617831
2.6494998932;0.025418173522
2.6995000839;0.056295856833
2.7495000362;0.099446207285
2.7994999886;0.13943660259
2.8494999409;0.1553504169
2.8994998932;0.15089982748
2.9495000839;0.14343734086
2.9995000362;0.14361540973
3.0494999886;0.14193040133
3.0994999409;0.12646825612
3.1494998932;0.098827399313
3.1995000839;0.075783595443
3.2495000362;0.060295332223
3.2994999886;0.04213712737
3.3494999409;0.015914116055
3.3994998932;-0.009446776472
3.4495000839;-0.03130877018
3.4995000362;-0.053129978478
3.5494999886;-0.075749792159
3.5994999409;-0.094385437667
3.6494998932;-0.10518229008
3.6995000839;-0.10641080886
3.7495000362;-0.1003537178
3.7994999886;-0.0895749107
3.8494999409;-0.07163977623
3.8994998932;-0.044155266136
3.9495000839;-0.01341689378
3.9995000362;0.012879687361
4.0494999886;0.036061961204
4.0995001793;0.058547038585
4.1494998932;0.079946793616
4.1995000839;0.098134703934
4.2494997978;0.11222223938
4.2994999886;0.12217562646
4.3495001793;0.12891820073
4.3994998932;0.12993000448
4.4495000839;0.12280765176
4.4994997978;0.1084542498
4.5494999886;0.089065201581
4.5995001793;0.065446346998
4.6494998932;0.038014132529
4.6995000839;0.0092885745689
4.7494997978;-0.018263867125
4.7994999886;-0.043132659048
4.8495001793;-0.0632680282
4.8994998932;-0.079285740852
4.9499998093;-0.090418085456
