Time [s];Force [kN]
0.0;0.0
0.050000000745;0.0
0.10000000149;0.0
0.15000000596;3.8790620775e-38
0.20000000298;1.034668685e-06
0.25;1.2431118488
0.30000001192;-0.067674227059
0.34999999404;-4.3016223907
0.40000000596;4.3529667854
0.44999998808;0.2498151511
0.5;-3.1284720898
0.55049997568;-2.4818050861
0.6004999876;-0.1211328879
0.65049999952;3.8958697319
0.70050001144;0.66688913107
0.75050002337;-4.5857410431
0.80049997568;-0.50215178728
0.8504999876;1.6289197206
0.90049999952;2.4315989017
0.95050001144;-1.0632561445
1.0004999638;-3.1520826817
1.0505000353;1.4851660728
1.1004999876;1.7821167707
1.1505000591;-0.57093590498
1.2005000114;-1.52412498
1.2504999638;-0.012993601151
1.3005000353;2.7255225182
1.3504999876;-1.4165533781
1.4005000591;-2.7986476421
1.4505000114;0.69925963879
1.5004999638;2.2853672504
1.5505000353;1.1409977674
1.6004999876;-2.7231574059
1.6505000591;-2.1314172745
1.7005000114;2.0867886543
1.7504999638;1.6067923307
1.8005000353;-1.6840698719
1.8504999876;-2.3954036236
1.9005000591;0.060493793339
1.9505000114;3.1283998489
2.0004999638;-0.55352753401
2.0504999161;1.7113902569
2.1005001068;4.4645915031
2.1505000591;3.5403385162
2.2005000114;-2.6075723171
2.2504999638;-8.9037714005
2.3004999161;-0.35548886657
2.3505001068;8.2971754074
2.4005000591;3.9759554863
2.4505000114;-5.608982563
2.5;-9.6462688446
2.5499999523;-2.1973052025
2.5999999046;4.074444294
2.6500000954;1.1134340763
2.7000000477;-4.534968853
2.75;-5.2835793495
2.7999999523;-2.2188596725
2.8499999046;-1.9217431545
2.9000000954;-3.8089213371
2.9500000477;-2.6980862617
3.0;0.57648527622
3.0499999523;-2.7754936218
3.0999999046;-5.4151144028
3.1500000954;-5.2959270477
3.2000000477;-1.0871350765
3.25;1.9785035849
3.2999999523;-4.965192318
3.3499999046;-6.0346336365
3.4000000954;-5.0400104523
3.4500000477;0.024944640696
3.5;0.40117114782
3.5499999523;-5.4736580849
3.5999999046;-6.4958777428
3.6500000954;-3.9629948139
3.7000000477;-1.9933872223
3.75;-3.4465489388
3.7999999523;-4.0937056541
3.8499999046;-3.50218606
3.9000000954;-3.6459579468
3.9500000477;-5.1174478531
4.0;-5.0689520836
4.0500001907;-4.1243853569
4.0999999046;-2.0034797192
4.1500000954;-3.115442276
4.1999998093;-4.8610482216
4.25;-5.8033685684
4.3000001907;-3.896191597
4.3499999046;-2.3306155205
4.4000000954;-4.0406923294
4.4499998093;-5.0220298767
4.5;-5.5776104927
4.5500001907;-4.3425168991
4.5999999046;-4.0925564766
4.6500000954;-4.8273701668
4.6999998093;-4.6461882591
4.75;-4.2232270241
4.8000001907;-3.9944562912
4.8499999046;-4.8660340309
4.9000000954;-4.8208189011
4.9505000114;-4.7680983543
5.0005002022;-3.5075397491
5.0504999161;-4.8143806458
5.1005001068;-5.2215733528
5.1504998207;-5.696975708
5.2005000114;-4.886721611
5.2505002022;-4.5283966064
5.3004999161;-5.6945662498
5.3505001068;-6.1583805084
5.4004998207;-5.5572009087
5.4505000114;-4.8112421036
5.5005002022;-5.0797758102
5.5504999161;-5.1190905571
5.6005001068;-5.1238517761
5.6504998207;-4.9555683136
5.7005000114;-5.1300358772
5.7505002022;-5.5999693871
5.8004999161;-5.667365551
5.8505001068;-5.2712006569
5.9004998207;-4.7133927345
5.9505000114;-4.8484053612
6.0005002022;-5.6409845352
6.0504999161;-5.9622673988
6.1005001068;-5.4456267357
6.1504998207;-4.9688563347
6.2005000114;-5.3421845436
6.2505002022;-5.559112072
6.3004999161;-5.6069278717
6.3505001068;-5.2397708893
6.4004998207;-5.5062537193
6.4505000114;-5.8217940331
6.5005002022;-5.8433151245
6.5504999161;-5.3583579063
6.6005001068;-5.4948296547
6.6504998207;-5.737282753
6.7005000114;-6.1190834045
6.7505002022;-5.8160104752
6.8004999161;-5.4890403748
6.8505001068;-5.617934227
6.9004998207;-5.8271269798
6.9505000114;-6.0237894058
7.0005002022;-5.9742498398
7.0504999161;-5.7736663818
7.1005001068;-5.8464999199
7.1504998207;-6.255423069
7.2005000114;-6.0006046295
7.2505002022;-5.785282135
7.3004999161;-5.6420722008
7.3505001068;-5.8415765762
7.4004998207;-5.836689949
7.4505000114;-5.7073669434
7.5005002022;-5.8760704994
7.5504999161;-5.9864296913
7.6005001068;-6.2911577225
7.6504998207;-6.2049450874
7.7005000114;-5.9987196922
7.7505002022;-5.8572769165
7.8004999161;-5.966114521
7.8505001068;-5.9619202614
7.9004998207;-5.7080717087
7.9505000114;-5.9279899597
8.0004997253;-6.0470509529
8.0504999161;-6.0560617447
8.1005001068;-5.8989930153
