Distance [mm];Wallthickness [mm]
0.0;0.7945407033
2.0007178783;0.79416292906
4.001244545;0.79375845194
6.0017709732;0.7933319211
8.0024118423;0.79286503792
10.003376961;0.7923732996
12.004731178;0.79190737009
14.006524086;0.79153299332
16.008779526;0.79138243198
18.011621475;0.79145872593
20.015325546;0.79165238142
22.0200634;0.79197758436
24.026044846;0.79229444265
26.03355217;0.79253810644
28.042695999;0.79275631905
30.053682327;0.79296332598
32.066856384;0.79314428568
34.082244873;0.79331928492
36.099319458;0.79360830784
38.117580414;0.79390245676
40.137184143;0.79414027929
42.158813477;0.79427754879
44.183513641;0.79418206215
46.212490082;0.79375898838
48.24760437;0.79267632961
50.292984009;0.79013699293
52.354988098;0.78629875183
54.441036224;0.78112560511
56.55770874;0.7747169733
58.70929718;0.76692390442
60.902889252;0.75438964367
63.151802063;0.73544460535
65.460792542;0.71862727404
67.833625793;0.69953167439
70.28225708;0.68033099174
72.788146973;0.67528033257
75.340072632;0.66652959585
77.935119629;0.66627061367
80.54964447;0.66728389263
83.185874939;0.66094398499
85.84803009;0.65840274096
88.535682678;0.65490108728
91.237892151;0.66064792871
93.948394775;0.66147828102
96.683685303;0.65191727877
99.472259521;0.62582111359
102.33622742;0.60013461113
105.23961639;0.6047039628
108.13999176;0.6132338047
110.99784088;0.62985062599
113.79974365;0.62282639742
116.5634079;0.6151278615
119.30904388;0.61258673668
122.01485443;0.63622909784
124.60282898;0.68749243021
127.0617218;0.71645206213
129.44869995;0.72877043486
131.8019104;0.73135495186
134.12033081;0.74714046717
136.38583374;0.75792080164
138.60643005;0.76346105337
140.79202271;0.76730531454
142.94432068;0.77633053064
145.06591797;0.78065472841
147.16415405;0.78533554077
149.24386597;0.78769123554
151.30885315;0.79067474604
153.35983276;0.793156147
155.39961243;0.79485738277
157.43055725;0.79624140263
159.45397949;0.79733091593
161.47132874;0.79820275307
163.48432922;0.79882270098
165.49458313;0.79907423258
167.50296021;0.79931378365
169.5096283;0.79944342375
171.51464844;0.79956001043
173.51818848;0.7997571826
175.52078247;0.79983383417
177.5229187;0.79979807138
179.52488708;0.79975491762
181.52682495;0.79974722862
183.52876282;0.79970926046
185.53085327;0.79962128401
187.5330658;0.79963254929
189.53511047;0.79975372553
191.53697205;0.79976081848
193.53875732;0.79974210262
195.54049683;0.79974043369
197.54214478;0.79977750778
199.54359436;0.79982692003
201.54483032;0.79985195398
203.5459137;0.79988914728
205.54685974;0.79994904995
207.54769897;0.79996711016
209.5484314;0.79989165068
211.54899597;0.79991793633
213.54936218;0.79995161295
215.54953003;0.79998326302
217.54951477;0.80004054308
219.54931641;0.80007058382
221.5489502;0.80005437136
223.5484314;0.80006325245
225.54772949;0.80008947849
227.54690552;0.80010789633
229.54592896;0.80014646053
231.54484558;0.80012696981
233.54362488;0.80018317699
235.54216003;0.80017399788
237.54039001;0.80001223087
239.53808594;0.80009585619
241.53559875;0.80007743835
243.53329468;0.80024683475
245.53077698;0.80029076338
247.52806091;0.80020970106
249.52555847;0.80024111271
251.52316284;0.80024659634
253.51991272;0.80041766167
255.51487732;0.80029451847
257.50686646;0.80152308941
282.82373047;0.80225068331
